,Player,Year,Pos,Team,BaseSalary,SigningBonus,Cap Hit,Salary%
10092,Scott Tolzien,2016,QB,IND,"$1,250,000","$250,000","$1,500,000",0.009
10093,Chris Johnson,2016,RB,ARI,"$885,000","$615,000","$1,500,000",0.009
10094,Joel Bitonio,2016,G,CLE,"$916,518","$573,036","$1,489,554",0.008
10095,Mike Tolbert,2016,FB,CAR,"$900,000","$350,000","$1,475,000",0.009
10096,Kawann Short,2016,DT,CAR,"$1,036,313","$436,879","$1,473,192",0.009
10097,Quintin Demps,2016,SS,HOU,"$1,000,000",$0,"$1,470,000",0.009
10098,Sean Weatherspoon,2016,ILB,ATL,"$1,000,000",$0,"$1,468,750",0.009
10099,Derek Carr,2016,QB,LV/OAK,"$733,346","$556,691","$1,465,037",0.009
10100,Ra'Shede Hageman,2016,DE,ATL,"$905,077","$550,153","$1,455,230",0.009
10101,Chris Jones,2016,P,DAL,"$1,200,000","$250,000","$1,450,000",0.009
10102,Lane Taylor,2016,G,GB,"$1,100,000","$300,000","$1,450,000",0.009
10103,Jermon Bushrod,2016,G,MIA,"$885,000","$100,000","$1,437,500",0.009
10104,Leon Hall,2016,CB,NYG,"$885,000","$115,000","$1,437,500",0.009
10105,Marqise Lee,2016,WR,JAX,"$890,366","$520,731","$1,411,097",0.007
10106,Courtney Upshaw,2016,DT,ATL,"$760,000","$390,000","$1,400,000",0.009
10107,Sherrick McManis,2016,CB,CHI,"$800,000","$300,000","$1,400,000",0.009
10108,Matt Moore,2016,QB,MIA,"$1,000,000","$375,000","$1,400,000",0.008
10109,Mark Herzlich,2016,OLB,NYG,"$1,000,000","$200,000","$1,400,000",0.008
10110,Kevin Minter,2016,ILB,ARI,"$1,003,667","$393,236","$1,396,903",0.009
10111,Landon Collins,2016,FS,NYG,"$713,208","$677,828","$1,391,036",0.008
10112,Donovan Smith,2016,LT,TB,"$710,857","$668,429","$1,379,286",0.009
10113,LaMarcus Joyner,2016,FS,LAR/STL,"$877,289","$494,578","$1,371,867",0.009
10114,Mario Edwards,2016,DE,LV/OAK,"$708,508","$659,029","$1,367,537",0.008
10115,Frostee Rucker,2016,DT,ARI,"$1,000,000",$0,"$1,353,125",0.009
10116,Cody Wallace,2016,C,PIT,"$1,200,000","$150,000","$1,350,000",0.009
10117,Daniel Kilgore,2016,C,SF,"$900,000","$337,500","$1,350,000",0.008
10118,Jeff Heath,2016,FS,DAL,"$900,000","$450,000","$1,350,000",0.009
10119,Jordan Matthews,2016,WR,PHI,"$869,934","$479,867","$1,349,801",0.008
10120,T.J. Yeldon,2016,RB,JAX,"$703,809","$640,231","$1,344,040",0.007
10121,Gavin Escobar,2016,TE,DAL,"$979,158","$360,545","$1,339,703",0.008
10122,Tyrunn Walker,2016,DT,DET,"$800,000","$150,000","$1,337,500",0.009
10123,Devin Smith,2016,WR,NYJ,"$701,929","$632,712","$1,334,641",0.009
10124,Weston Richburg,2016,C,NYG,"$863,396","$466,791","$1,330,187",0.008
10125,Preston Smith,2016,OLB,WAS,"$697,698","$615,792","$1,313,490",0.008
10126,Cyrus Kouandjio,2016,RT,BUF,"$807,166","$454,331","$1,311,497",0.008
10127,Cody Davis,2016,FS,LAR/STL,"$750,000",$0,"$1,305,555",0.008
10128,Alfred Morris,2016,RB,DAL,"$800,000","$500,000","$1,300,000",0.008
10129,Eddie Goldman,2016,DT,CHI,"$693,469","$598,875","$1,292,344",0.008
10130,Michael Floyd,2016,WR,NE,"$1,291,764",$0,"$1,291,764",0.008
10131,Paul Richardson,2016,WR,SEA,"$848,440","$436,879","$1,285,319",0.008
10132,DeMarcus Lawrence,2016,DE,DAL,"$703,992","$581,209","$1,285,201",0.008
10133,Johnathan Hankins,2016,DT,NYG,"$954,639","$327,852","$1,282,491",0.008
10134,Brandon Bolden,2016,RB,NE,"$760,000","$150,000","$1,272,500",0.008
10135,Rafael Bush,2016,FS,DET,"$1,000,000","$250,000","$1,265,625",0.008
10136,Stephon Tuitt,2016,DE,PIT,"$839,041","$418,081","$1,257,122",0.008
10137,Devin Funchess,2016,WR,CAR,"$685,950","$568,797","$1,254,747",0.008
10138,Lawrence Guy,2016,DE,BAL,"$1,000,000","$250,000","$1,250,000",0.008
10139,Luke McCown,2016,QB,NO,"$1,000,000","$250,000","$1,250,000",0.008
10140,Erin Henderson,2016,ILB,NYJ,"$885,000",$0,"$1,250,000",0.008
10141,Greg Zuerlein,2016,K,LAR/STL,"$850,000","$400,000","$1,250,000",0.008
10142,Zach Brown,2016,ILB,BUF,"$800,000","$450,000","$1,250,000",0.008
10143,Michael Hoomanawanui,2016,TE,NO,"$850,000","$333,333","$1,233,333",0.008
10144,Pat Sims,2016,DT,CIN,"$900,000",$0,"$1,225,000",0.008
10145,Trent Murphy,2016,OLB,WAS,"$826,618","$393,236","$1,219,854",0.008
10146,Alvin Bailey,2016,G,CLE,"$882,352","$333,333","$1,215,685",0.007
10147,Sam Martin,2016,P,DET,"$675,000","$540,075","$1,215,075",0.008
10148,John Denney,2016,LS,MIA,"$1,095,000","$100,000","$1,215,000",0.007
10149,Benardrick McKinney,2016,ILB,HOU,"$677,961","$536,840","$1,214,801",0.008
10150,Cedric Peerman,2016,RB,CIN,"$885,000","$125,000","$1,210,000",0.007
10151,Emmanuel Ogbah,2016,DE,CLE,"$450,000","$751,753","$1,201,753",0.007
10152,Anthony Levine,2016,ILB,BAL,"$1,000,000","$200,000","$1,200,000",0.008
10153,Craig Robertson,2016,ILB,NO,"$765,000","$400,000","$1,200,000",0.008
10154,Matt Slauson,2016,G,LAC/SD,"$900,000","$300,000","$1,200,000",0.008
10155,Nate Ebner,2016,FS,NE,"$825,000",$0,"$1,200,000",0.008
10156,Don Carey,2016,SS,DET,"$760,000","$387,500","$1,197,500",0.008
10157,Le'Veon Bell,2016,RB,PIT,"$853,147","$344,200","$1,197,347",0.008
10158,Hau'oli Kikaha,2016,OLB,NO,"$674,378","$522,511","$1,196,889",0.008
10159,Timmy Jernigan,2016,DT,BAL,"$818,446","$376,891","$1,195,337",0.008
10160,Vince Williams,2016,ILB,PIT,"$675,000","$519,670","$1,194,670",0.008
10161,Kevin Dodd,2016,OLB,TEN,"$450,000","$741,328","$1,191,328",0.007
10162,Jaylon Smith,2016,ILB,DAL,"$450,000","$730,903","$1,180,903",0.007
10163,Jon Condo,2016,LS,LV/OAK,"$1,000,000","$177,500","$1,177,500",0.007
10164,Robert Golden,2016,FS,PIT,"$760,000","$416,666","$1,176,666",0.008
10165,Jon Dorenbos,2016,LS,PHI,"$985,000","$187,500","$1,172,500",0.007
10166,Eric Kendricks,2016,ILB,MIN,"$669,360","$502,440","$1,171,800",0.008
10167,L.P. Ladouceur,2016,LS,DAL,"$1,050,000","$120,000","$1,170,000",0.007
10168,Margus Hunt,2016,DT,CIN,"$855,604","$262,473","$1,168,077",0.007
10169,Nick Sundberg,2016,LS,WAS,"$1,000,000","$162,500","$1,162,500",0.007
10170,Hunter Henry,2016,TE,LAC/SD,"$450,000","$710,055","$1,160,055",0.007
10171,Myles Jack,2016,OLB,JAX,"$450,000","$701,716","$1,151,716",0.006
10172,Taiwan Jones,2016,RB,LV/OAK,"$1,100,000",$0,"$1,150,000",0.007
10173,Senio Kelemete,2016,G,NO,"$977,500","$150,000","$1,150,000",0.007
10174,Eric Weems,2016,WR,ATL,"$885,000","$212,500","$1,147,500",0.007
10175,Jeremiah Attaochu,2016,OLB,LAC/SD,"$802,100","$344,200","$1,146,300",0.007
10176,Jaquiski Tartt,2016,FS,SF,"$663,955","$480,821","$1,144,776",0.007
10177,Darrius Heyward-Bey,2016,WR,PIT,"$1,000,000","$133,333","$1,133,333",0.007
10178,Chris Jones,2016,DE,KC,"$450,000","$682,950","$1,132,950",0.007
10179,Nick Bellore,2016,ILB,SF,"$760,000","$15,000","$1,130,000",0.006
10180,Kraig Urbik,2016,G,MIA,"$975,000","$125,000","$1,125,000",0.007
10181,Xavien Howard,2016,CB,MIA,"$450,000","$664,189","$1,114,189",0.007
10182,Mitch Unrein,2016,DE,CHI,"$760,000","$150,000","$1,110,000",0.007
10183,Ego Ferguson,2016,DT,CHI,"$793,928","$308,570","$1,102,498",0.007
10184,Brad Wing,2016,P,NYG,"$600,000","$500,000","$1,100,000",0.007
10185,Zak DeOssie,2016,LS,NYG,"$825,000","$275,000","$1,100,000",0.007
10186,William Beatty,2016,LT,NYG,"$1,100,000",$0,"$1,100,000",0.007
10187,Albert McClellan,2016,OLB,BAL,"$900,000","$200,000","$1,100,000",0.007
10188,Mason Foster,2016,ILB,WAS,"$925,000","$175,000","$1,100,000",0.007
10189,Jack Crawford,2016,DE,DAL,"$860,000","$240,000","$1,100,000",0.007
10190,Terrell McClain,2016,DE,DAL,"$1,000,000","$100,000","$1,100,000",0.007
10191,Chris Hairston,2016,LT,LAC/SD,"$800,000","$275,000","$1,100,000",0.007
10192,Tank Carder,2016,ILB,CLE,"$900,000","$150,000","$1,100,000",0.006
10193,Noah Spence,2016,DE,TB,"$450,000","$647,509","$1,097,509",0.007
10194,Troy Niklas,2016,TE,ARI,"$785,755","$311,509","$1,097,264",0.007
10195,Eric Winston,2016,RT,CIN,"$985,000","$80,000","$1,090,000",0.007
10196,Dion Lewis,2016,RB,NE,"$800,000","$200,000","$1,087,500",0.007
10197,LaAdrian Waddle,2016,RT,NE,"$700,000","$125,000","$1,087,500",0.007
10198,Denzel Perryman,2016,ILB,LAC/SD,"$652,113","$433,449","$1,085,562",0.007
10199,Sterling Shepard,2016,WR,NYG,"$450,000","$630,831","$1,080,831",0.007
10200,Eddie Lacy,2016,RB,GB,"$867,602","$211,802","$1,079,404",0.007
10201,Nathan Stupar,2016,OLB,NO,"$675,000","$400,000","$1,075,000",0.007
10202,Jalen Collins,2016,CB,ATL,"$521,315","$551,879","$1,073,194",0.007
10203,Davante Adams,2016,WR,GB,"$777,582","$295,164","$1,072,746",0.007
10204,Beau Brinkley,2016,LS,TEN,"$900,000","$168,000","$1,068,000",0.006
10205,Frank Zombo,2016,OLB,KC,"$760,000","$166,666","$1,066,666",0.007
10206,Reggie Ragland,2016,ILB,BUF,"$450,000","$612,067","$1,062,067",0.007
10207,Mitch Morse,2016,C,KC,"$622,413","$414,649","$1,062,062",0.007
10208,Garrison Sanborn,2016,LS,BUF,"$920,000","$137,500","$1,057,500",0.007
10209,Tavon Wilson,2016,SS,DET,"$800,000","$250,000","$1,050,000",0.007
10210,Ron Brooks,2016,CB,PHI,"$800,000","$250,000","$1,050,000",0.007
10211,Kamalei Correa,2016,ILB,BAL,"$450,000","$595,388","$1,045,388",0.007
10212,Ronald Darby,2016,CB,BUF,"$592,713","$395,853","$1,038,566",0.007
10213,Eddie Pleasant,2016,FS,HOU,"$725,000",$0,"$1,036,000",0.007
10214,Austin Johnson,2016,DT,TEN,"$450,000","$579,496","$1,029,496",0.006
10215,Will Johnson,2016,FB,NYG,"$800,000","$200,000","$1,025,000",0.006
10216,J.J. Jansen,2016,LS,CAR,"$885,000","$140,000","$1,025,000",0.007
10217,LeGarrette Blount,2016,RB,NE,"$760,000","$100,000","$1,025,000",0.006
10218,Jeremy Hill,2016,RB,CIN,"$711,237","$262,473","$1,023,710",0.006
10219,Nate Orchard,2016,OLB,CLE,"$638,014","$377,055","$1,015,069",0.006
10220,Cody Latimer,2016,WR,DEN,"$757,150","$254,300","$1,011,450",0.007
10221,Keith Tandy,2016,FS,TB,"$760,000",$0,"$1,010,000",0.006
10222,Teddy Williams,2016,CB,CAR,"$860,000","$110,000","$1,010,000",0.006
10223,Jihad Ward,2016,DE,LV/OAK,"$450,000","$557,236","$1,007,236",0.006
10224,Percy Harvin,2016,WR,BUF,"$825,882",$0,"$1,005,882",0.006
10225,Carlos Hyde,2016,RB,SF,"$654,698","$249,396","$1,004,094",0.006
10226,Tony Jerod-Eddie,2016,DE,SF,"$800,000","$25,000","$1,000,000",0.006
10227,Dwight Freeney,2016,OLB,ATL,"$1,000,000",$0,"$1,000,000",0.006
10228,Jahri Evans,2016,G,NO,"$1,000,000",$0,"$1,000,000",0.006
10229,Michael Morgan,2016,OLB,SEA,"$800,000","$200,000","$1,000,000",0.007
10230,Bradley Sowell,2016,LT,SEA,"$800,000","$200,000","$1,000,000",0.007
10231,Andrew Hawkins,2016,WR,CLE,"$1,000,000",$0,"$1,000,000",0.006
10232,Jordan Phillips,2016,DT,MIA,"$633,314","$358,256","$991,570",0.006
10233,Kiko Alonso,2016,OLB,MIA,"$941,418",$0,"$991,418",0.006
10234,Lance Dunbar,2016,RB,DAL,"$800,000","$100,000","$987,500",0.006
10235,Derrick Henry,2016,RB,TEN,"$450,000","$533,259","$983,259",0.006
10236,Ryan Hewitt,2016,FB,CIN,"$600,000","$378,334","$978,334",0.006
10237,Will Blackmon,2016,CB,WAS,"$900,000","$75,000","$975,000",0.006
10238,Bryan Braman,2016,OLB,PHI,"$900,000","$75,000","$975,000",0.006
10239,Jack Mewhort,2016,G,IND,"$744,891","$229,782","$974,673",0.006
10240,Cecil Shorts,2016,WR,TB,"$800,000",$0,"$971,875",0.006
10241,Kyle Nelson,2016,LS,SF,"$795,000","$150,000","$970,000",0.006
10242,Jake Fisher,2016,LT,CIN,"$628,615","$339,458","$968,073",0.006
10243,Kony Ealy,2016,DE,CAR,"$742,439","$224,878","$967,317",0.006
10244,Spencer Ware,2016,RB,KC,"$600,000","$333,333","$958,333",0.006
10245,Charcandrick West,2016,RB,KC,"$600,000","$333,333","$958,333",0.006
10246,Allen Robinson,2016,WR,JAX,"$739,170","$218,340","$957,510",0.005
10247,A'Shawn Robinson,2016,DT,DET,"$450,000","$501,570","$951,570",0.006
10248,Jimmy Garoppolo,2016,QB,NE,"$686,718","$213,436","$950,154",0.006
10249,Gino Gradkowski,2016,C,CAR,"$775,000","$150,000","$950,000",0.006
10250,Clark Harris,2016,LS,CIN,"$900,000",$0,"$950,000",0.006
10251,Demetrius Harris,2016,TE,KC,"$600,000","$200,000","$950,000",0.006
10252,Jarvis Landry,2016,WR,MIA,"$735,901","$211,802","$947,703",0.006
10253,Ameer Abdullah,2016,RB,DET,"$573,915","$320,659","$944,574",0.006
10254,Justin Britt,2016,C,SEA,"$734,267","$208,533","$942,800",0.006
10255,Jon Bostic,2016,ILB,DET,"$842,381",$0,"$942,381",0.006
10256,Morgan Cox,2016,LS,BAL,"$800,000","$140,000","$940,000",0.006
10257,Tanner Purdum,2016,LS,NYJ,"$800,000","$132,500","$932,500",0.006
10258,Michael Thomas,2016,WR,NO,"$450,000","$480,722","$930,722",0.006
10259,Cullen Jenkins,2016,DE,WAS,"$927,058",$0,"$927,058",0.006
10260,Jason Spriggs,2016,T,GB,"$450,000","$459,871","$909,871",0.006
10261,Senquez Golson,2016,CB,PIT,"$616,865","$292,462","$909,327",0.006
10262,Rob Havenstein,2016,G,LAR/STL,"$615,455","$286,822","$902,277",0.006
10263,Derek Carrier,2016,TE,WAS,"$800,000",$0,"$900,000",0.006
10264,Johnathan Grimes,2016,RB,HOU,"$700,000",$0,"$900,000",0.006
10265,Patrick Lewis,2016,C,BUF,"$800,000","$100,000","$900,000",0.006
10266,Patrick DiMarco,2016,FB,ATL,"$760,000","$37,500","$897,500",0.006
10267,Mike Windt,2016,LS,LAC/SD,"$760,000","$112,500","$897,500",0.006
10268,Markus Golden,2016,OLB,ARI,"$613,106","$277,424","$890,530",0.006
10269,Justin Drescher,2016,LS,NO,"$760,000","$110,000","$890,000",0.006
10270,Jarran Reed,2016,DT,SEA,"$450,000","$439,024","$889,024",0.006
10271,Colin Jones,2016,FS,CAR,"$760,000","$100,000","$885,000",0.006
10272,Jordan Norwood,2016,WR,DEN,"$800,000","$50,000","$880,000",0.006
10273,Jon Weeks,2016,LS,HOU,"$825,000","$50,000","$875,000",0.006
10274,Jake McQuaide,2016,LS,LAR/STL,"$775,000","$100,000","$875,000",0.006
10275,Ty Sambrailo,2016,LT,DEN,"$609,817","$264,264","$874,081",0.006
10276,Nick Martin,2016,C,HOU,"$450,000","$418,177","$868,177",0.006
10277,Ray-Ray Armstrong,2016,OLB,SF,"$675,000","$166,666","$866,666",0.005
10278,Morgan Moses,2016,RT,WAS,"$680,000","$174,394","$864,394",0.005
10279,Chase Reynolds,2016,RB,LAR/STL,"$775,000",$0,"$862,500",0.006
10280,C.J. Fiedorowicz,2016,TE,HOU,"$685,000","$175,826","$860,826",0.006
10281,Shaun Draughn,2016,RB,SF,"$760,000","$25,000","$860,000",0.005
10282,Josh Harris,2016,LS,ATL,"$760,000","$100,000","$860,000",0.005
10283,Joe Webb,2016,QB,CAR,"$760,000","$100,000","$860,000",0.005
10284,Marquise Goodwin,2016,WR,BUF,"$675,000","$149,719","$859,719",0.006
10285,Ali Marpet,2016,C,TB,"$606,527","$251,106","$857,633",0.005
10286,Quinten Rollins,2016,CB,GB,"$605,117","$245,466","$850,583",0.005
10287,Daren Bates,2016,ILB,LV/OAK,"$675,000",$0,"$850,000",0.005
10288,Tress Way,2016,P,WAS,"$600,000","$250,000","$850,000",0.005
10289,Frank Clark,2016,DE,SEA,"$604,647","$243,586","$848,233",0.006
10290,Christian Hackenberg,2016,QB,NYJ,"$450,000","$397,327","$847,327",0.005
10291,Jordan Richards,2016,SS,NE,"$603,707","$239,827","$843,534",0.005
10292,Tim Hightower,2016,RB,NO,"$760,000","$80,000","$840,000",0.005
10293,Matt Asiata,2016,RB,MIN,"$760,000","$60,000","$840,000",0.005
10294,Charles Sims,2016,RB,TB,"$650,000","$171,023","$836,023",0.005
10295,A.Q. Shipley,2016,C,ARI,"$760,000","$50,000","$835,000",0.005
10296,Jerome Felton,2016,FB,BUF,"$832,941",$0,"$832,941",0.005
10297,Deion Jones,2016,ILB,ATL,"$450,000","$376,479","$826,479",0.005
10298,Brynden Trawick,2016,SS,LV/OAK,"$675,000","$150,000","$825,000",0.005
10299,Joe Looney,2016,G,DAL,"$775,000","$50,000","$825,000",0.005
10300,Marcus Martin,2016,G,SF,"$635,000","$167,812","$822,812",0.005
10301,Kayvon Webster,2016,CB,DEN,"$687,000","$134,950","$821,950",0.005
10302,Christian Kirksey,2016,ILB,CLE,"$650,000","$165,625","$815,625",0.005
10303,Antonio Smith,2016,DE,HOU,"$811,176",$0,"$811,176",0.005
10304,Jace Amaro,2016,TE,TEN,"$810,272",$0,"$810,272",0.005
10305,Jay Bromley,2016,DT,NYG,"$605,000","$160,969","$805,969",0.005
10306,Su'a Cravens,2016,S,WAS,"$450,000","$355,630","$805,630",0.005
10307,Christian Ponder,2016,QB,SF,"$760,000",$0,"$800,000",0.005
10308,Matt Overton,2016,LS,IND,"$800,000",$0,"$800,000",0.005
10309,Scott Crichton,2016,DE,MIN,"$633,750","$164,081","$797,831",0.005
10310,Travis Swanson,2016,C,DET,"$615,000","$154,868","$794,868",0.005
10311,Preston Brown,2016,ILB,BUF,"$601,750","$162,000","$793,750",0.005
10312,Ryan Nassib,2016,QB,NYG,"$675,000","$113,400","$788,400",0.005
10313,Shamarko Thomas,2016,SS,PIT,"$675,000","$113,288","$788,288",0.005
10314,Justin Gilbert,2016,CB,PIT,"$786,682",$0,"$786,682",0.005
10315,A.J. Cann,2016,G,JAX,"$585,000","$200,399","$785,399",0.004
10316,Landry Jones,2016,QB,PIT,"$675,000","$109,805","$784,805",0.005
10317,Mackensie Alexander,2016,CB,MIN,"$450,000","$334,783","$784,783",0.005
10318,Earl Watford,2016,RT,ARI,"$675,000","$108,716","$783,716",0.005
10319,Clive Walford,2016,TE,LV/OAK,"$582,500","$198,626","$781,126",0.005
10320,J.C. Tretter,2016,C,GB,"$675,000","$103,977","$778,977",0.005
10321,Tyler Lockett,2016,WR,SEA,"$580,000","$196,687","$776,687",0.005
10322,Kevin McDermott,2016,LS,MIN,"$675,000","$100,000","$775,000",0.005
10323,Tyler Boyd,2016,WR,CIN,"$450,000","$324,358","$774,358",0.005
10324,Quinton Patton,2016,WR,SF,"$675,000","$97,875","$772,875",0.004
10325,Tim Wright,2016,TE,DET,"$675,000",$0,"$771,250",0.005
10326,Cody Whitehair,2016,G,CHI,"$450,000","$318,103","$768,103",0.005
10327,Hroniss Grasu,2016,C,CHI,"$575,000","$190,480","$765,480",0.005
10328,Jamon Brown,2016,RT,LAR/STL,"$575,575","$188,704","$764,279",0.005
10329,Spencer Long,2016,C,WAS,"$600,000","$153,450","$763,450",0.005
10330,Jaelen Strong,2016,WR,HOU,"$570,000","$192,995","$762,995",0.005
10331,Gabe Jackson,2016,G,LV/OAK,"$615,000","$147,844","$762,844",0.005
10332,Will Sutton,2016,DT,CHI,"$615,000","$146,517","$761,517",0.005
10333,Jeremy Kerley,2016,WR,SF,"$760,000",$0,"$760,000",0.004
10334,Rod Streater,2016,WR,SF,"$760,000",$0,"$760,000",0.004
10335,Kellen Moore,2016,QB,DAL,"$760,000",$0,"$760,000",0.005
10336,Brandon Tate,2016,WR,BUF,"$760,000",$0,"$760,000",0.005
10337,Dennis Kelly,2016,RT,TEN,"$760,000",$0,"$760,000",0.004
10338,Logan Paulsen,2016,TE,CHI,"$760,000",$0,"$760,000",0.005
10339,Kareem Martin,2016,OLB,ARI,"$618,000","$141,890","$759,890",0.005
10340,T.J. Green,2016,S,IND,"$450,000","$307,679","$757,679",0.005
10341,Will Clarke,2016,DE,CIN,"$605,000","$136,345","$756,345",0.005
10342,Phillip Gaines,2016,CB,KC,"$610,000","$137,278","$755,778",0.005
10343,Tevin Coleman,2016,RB,ATL,"$567,500","$186,311","$753,811",0.005
10344,Trai Turner,2016,G,CAR,"$605,670","$134,950","$753,620",0.005
10345,Donte Moncrief,2016,WR,IND,"$615,000","$135,880","$750,880",0.005
10346,Kyle Juszczyk,2016,FB,BAL,"$675,000","$75,146","$750,146",0.005
10347,Devin Taylor,2016,DE,DET,"$675,000","$75,146","$750,146",0.005
10348,Terence Garvin,2016,ILB,WAS,"$675,000","$75,000","$750,000",0.005
10349,James Develin,2016,FB,NE,"$675,000","$50,000","$750,000",0.005
10350,John Brown,2016,WR,ARI,"$612,000","$135,725","$747,725",0.005
10351,Brandon Linder,2016,C,JAX,"$612,000","$133,400","$745,400",0.004
10352,Owamagbe Odighizuwa,2016,DE,NYG,"$525,000","$185,125","$745,125",0.005
10353,Sean Davis,2016,SS,PIT,"$450,000","$293,085","$743,085",0.005
10354,Michael Schofield,2016,RT,DEN,"$612,000","$130,300","$742,300",0.005
10355,Richard Rodgers,2016,TE,GB,"$602,500","$126,504","$739,004",0.005
10356,Jerick McKinnon,2016,RB,MIN,"$610,000","$128,750","$738,750",0.005
10357,Sean Mannion,2016,QB,LAR/STL,"$582,285","$156,449","$738,734",0.005
10358,Chris Conley,2016,WR,KC,"$535,000","$178,108","$738,108",0.005
10359,Roberto Aguayo,2016,K,TB,"$450,000","$286,830","$736,830",0.005
10360,Duke Johnson,2016,RB,CLE,"$545,000","$177,523","$732,523",0.004
10361,Eli Harold,2016,OLB,SF,"$540,000","$174,343","$729,343",0.004
10362,John Sullivan,2016,C,WAS,"$728,823",$0,"$728,823",0.005
10363,Michael Griffin,2016,FS,CAR,"$728,823",$0,"$728,823",0.005
10364,Cyrus Jones,2016,CB,NE,"$450,000","$278,491","$728,491",0.005
10365,Denard Robinson,2016,RB,JAX,"$675,000","$53,403","$728,403",0.004
10366,P.J. Williams,2016,CB,NO,"$550,000","$176,654","$726,654",0.005
10367,Crockett Gillmore,2016,T,BAL,"$600,000","$126,504","$726,504",0.005
10368,Stepfan Taylor,2016,RB,ARI,"$675,000","$50,125","$725,125",0.005
10369,John Miller,2016,G,BUF,"$525,000","$170,030","$725,030",0.005
10370,Fozzy Whittaker,2016,RB,CAR,"$675,000","$25,000","$725,000",0.005
10371,Matt Tobin,2016,G,PHI,"$675,000","$50,000","$725,000",0.005
10372,Kelcie McCray,2016,SS,SEA,"$675,000",$0,"$725,000",0.005
10373,A.J. Klein,2016,ILB,CAR,"$675,000","$47,825","$722,825",0.005
10374,Brandon Thompson,2016,DT,CIN,"$642,823","$50,000","$722,823",0.004
10375,Vonn Bell,2016,SS,NO,"$450,000","$272,236","$722,236",0.005
10376,Bashaud Breeland,2016,CB,WAS,"$600,000","$121,500","$721,500",0.005
10377,Devonta Freeman,2016,RB,ATL,"$600,000","$121,106","$721,106",0.005
10378,Jeff Locke,2016,P,MIN,"$675,000","$46,048","$721,048",0.005
10379,James Bradberry,2016,CB,CAR,"$450,000","$270,152","$720,152",0.005
10380,Bruce Ellington,2016,WR,SF,"$600,000","$118,607","$718,607",0.004
10381,Justin Ellis,2016,DT,LV/OAK,"$600,000","$118,172","$718,172",0.004
10382,Cassius Marsh,2016,OLB,SEA,"$600,000","$117,563","$717,563",0.005
10383,Maurice Alexander,2016,SS,LAR/STL,"$600,000","$116,065","$716,065",0.005
10384,Adam Gotsis,2016,DE,DEN,"$450,000","$265,982","$715,982",0.005
10385,Jacquizz Rodgers,2016,RB,TB,"$715,294",$0,"$715,294",0.004
10386,Russell Bodine,2016,C,CIN,"$600,000","$114,114","$714,114",0.004
10387,DaQuan Jones,2016,DE,TEN,"$600,000","$113,850","$713,850",0.004
10388,Maxx Williams,2016,TE,BAL,"$411,815","$301,861","$713,676",0.005
10389,De'Anthony Thomas,2016,WR,KC,"$600,000","$105,027","$713,527",0.005
10390,Tyler Kroft,2016,TE,CIN,"$540,500","$161,944","$712,444",0.004
10391,Lorenzo Mauldin,2016,OLB,NYJ,"$543,000","$168,504","$711,504",0.005
10392,Keith McGill,2016,S,LV/OAK,"$600,000","$111,300","$711,300",0.004
10393,Ka'Deem Carey,2016,RB,CHI,"$600,000","$110,845","$710,845",0.005
10394,David Johnson,2016,RB,ARI,"$525,000","$159,843","$708,843",0.005
10395,Anthony Hitchens,2016,ILB,DAL,"$600,000","$108,716","$708,716",0.005
10396,Craig Mager,2016,CB,LAC/SD,"$525,000","$165,394","$708,144",0.005
10397,Jordan Hicks,2016,ILB,PHI,"$543,000","$163,183","$706,183",0.004
10398,Walt Aikens,2016,FS,MIA,"$600,000","$103,977","$703,977",0.004
10399,Tourek Williams,2016,OLB,LAC/SD,"$675,000","$27,515","$702,515",0.005
10400,Latavius Murray,2016,RB,LV/OAK,"$675,000","$26,550","$701,550",0.004
10401,Tre Boston,2016,FS,CAR,"$600,000","$101,367","$701,367",0.004
10402,Cornelius Washington,2016,DE,CHI,"$675,000","$25,947","$700,947",0.005
10403,Rex Burkhead,2016,RB,CIN,"$675,000","$25,550","$700,550",0.004
10404,Dontae Johnson,2016,CB,SF,"$600,000","$100,136","$700,136",0.004
10405,Don Barclay,2016,RT,GB,"$675,000",$0,"$700,000",0.004
10406,James White,2016,RB,NE,"$600,000","$99,272","$699,272",0.004
10407,Matt Jones,2016,RB,WAS,"$539,000","$149,854","$698,854",0.004
10408,Carl Davis,2016,DT,BAL,"$540,750","$156,271","$697,021",0.005
10409,Chaz Green,2016,G,DAL,"$540,375","$156,092","$696,467",0.004
10410,Kevin Pierre-Louis,2016,OLB,SEA,"$600,000","$96,413","$696,413",0.005
10411,Jeff Heuerman,2016,TE,DEN,"$525,000","$155,201","$695,201",0.005
10412,Stacy McGee,2016,DT,LV/OAK,"$675,000","$19,670","$694,670",0.004
10413,Ryan Griffin,2016,TE,HOU,"$675,000","$19,670","$694,670",0.004
10414,Ty Montgomery,2016,RB,GB,"$529,750","$151,636","$693,386",0.004
10415,Henry Anderson,2016,DE,IND,"$539,500","$153,419","$692,919",0.004
10416,Danielle Hunter,2016,DE,MIN,"$536,000","$156,805","$692,805",0.004
10417,Chris Gragg,2016,TE,BUF,"$675,000","$14,793","$689,793",0.004
10418,Dorial Green-Beckham,2016,WR,PHI,"$689,709",$0,"$689,709",0.004
10419,Daimion Stafford,2016,SS,TEN,"$675,000","$11,474","$686,474",0.004
